sn,text,neutral,hate_speech,threatning,offensive,harassment
,Rojgar Ko srijana garnu ra student harulai part time job Ko pani srijana garnu parxa ra aafule kam gare paxi tyo anusar Ko salary pani paunu parxa Nepal ma hamro kalilo bachcha harulai kam lagaune ani paisa nadine ekdum common vaisakyo mari mari kam garyo paisa suko nadine binakaran kam bat nikalne paisa dinu parxa vaner mero xori le kam gareko ek paisa diyena yesto lai pani karbahi garnu parxa,,,,,
,Bujhnu hunx baje don't worry ahile PM Le chinta nagarnus,,,,,
,"Hunxa kaka but vayena vne tyai ho pahile ko 35 barsa le nagareko ahile 5 barsa tmi haru lai sabai chahiyo vanxan ani katha sakiyo
Khair tyasto nahos ra navanos",,,,,
,Agadi nai gayera vanna parao,,,,,
,Chaat kaat auula jasto chaina  baru aru idea lagayaa kaso hola. Yeso idea chaiyaama free ma samparka garnu hola ,,,,,
,class nai linu paro kaka ava sunenan kasaile pani,,,,,
,Mahabir Pun  kaka hunxa bistrai hunxa sab thok,,,,,
,Timi Sancho vako vaye sunni tiyo Nepal Kai number one joker pareu Ani kos le sunne budo zen_g ,,,,,
,Hami aam jantale ta bujhekai xam,,,,,
,GB rai leunu nasakne sarkar le khoi desh ma shabirdi leuxa vnnu 72-72 gardim uncle ,,,,,
,Garib lai dekhna nasakne garib ko pida bujhdain aaileko sarkar le,,,,,
,Same here! PhD sakepa6i   Nepal aaera Research garna man 6 Hamlai ni ! Aafnai jadibuti ma !,,,,,
,Sahi kura ho,,,,,
,"1,2 barsa yo kutantra ko safai garna dinus sir tes paxi hajurko kura pani sambhav hola. Hajurko kura akdum thik ra jayej xa tara aile lai dharya gardinus na   ",,,,,
,Yo sarkar le garnu hunx hola manya jiu,,,,,
,Samsad nai baseko chhaina k samsad ma kura rakhnu? Ani status ta PM Balen le pani lekhchhan ni ! Uhako postma sadhai like ani good comment garne haru Mahabir sir lai chai kina status lekheko bhanera bhanne !?Ani bheterai bhannus re ! bhetna testo sajilo hune ani ramrari kura suneko bhaye aile uhale post garnuhunthyo ta ? Uhale samsad ma paila pani rakhnu bhako ho ni yo kura. First samsad ko video hernu ta purai PM Balen ani sabai mananiya haruko agadi. Ani khai ta result? Tesaile uhale jhakjhakai rahanu bhayeko ho. Uhalai bolna dinus  Uhale sabai Nepal ra Nepaliko ramro ko lagi bolirahanu bhayeko chha.,,,,,
,Manasiv kura sir ko,,,,,
,Yo vandapani manabta harayeko jasto lagxa. Anekow jaat dharma ko adharma bargikaran garidiyo.,,,,,
,Uha ek Engineer  vako le sayad yo pani garnu hunxa vanne hamile purna aasha liyko chhau,,,,,
,Ho herna jaruri xa ?? 5 barsa samma,,,,,
,Buda ko rish chai kada ho,,,,,
,daro kharo kura aha,,,,,
,Ahileko Le garxan jasto xant xa sir nagarnejasto vayo vane hjr thaumaa hunuhunxa hjr Le dabdabaunuhunexa dherae ramro kuro uthaunuvayo dherae2 dhanyebat hjr lae balenle nagare kasaele gardaena… yoi athot xa sampurna jantaharuko ra hjr Le vandae aaunuvayeko xa pani .,,,,,
,2 Jana atyanta asahaya sukumbasi Nepali janata marda/marda chhun samma nabolne yo Mahabir date expire Tira unmukh chha.,,,,,
,"Agreed.. research, innovation, technology ma investment desh le nagarda ajako halat testo bhayeko ho.. Hope yo govt le garos bhaneko.. para lyayerana bhane feri dukhai paincha.. Garibi hataunu cha nava feri sukumbasi nahola bhanna sakinna",,,,,
,aba ki bar Mahabir Pun ko sarkar huna parxa . naya bata aash thiyo tara khai k ho k ho.,,,,,
,Harka Sampang A Revolution lai samjai dinu paryo kaka Dhunge dazu laii ????,,,,,
,Shai kura,,,,,
,Ramro Kura. Sir,,,,,
,Ramro garxu vaner aayeka hun ...sath chai dinu paryo sabaile ,,,,,
,"Fursat x hajur Lai, yeti sab herna lai",,,,,
,"Garchan buda garchan
Garna nadiney lai bajey le facebook bata gali garna chodnu bhayena.
Mukhai chadey ni huncha",,,,,
,Ho nii,,,,,
,Budaa le j vaye ni dhilo kura bujdai xa????,,,,,
,Sahi ho hi,,,,,
,Hami pani …,,,,,
,Aasa chha garnu hunchha hola balen sarkarle ,,,,,
,Yo budo Le bokeko Kura chai man parxa Tara yo Harka Sampang Le boleko fitikai man pardaina,,,,,
,Sahi kura,,,,,
,Yo Kam garna jaruri xa balen ko dhyan jawos#balenshahnews,,,,,
,Ekdam sahi,,,,,
,Khai ahiel samma sukum basiko basti binas garnu bahek ke hi dekhiyeko xaina herdaijam k k garda raixa ,,,,,
,baje yo choti pani budget halenan vane ni daro vetxan,,,,,
,Aba ko budget ma yeslai ramro sabhodan garnu parxa,,,,,
,Sojho sida vayer hunna raixa k mananiy jyu raspa ko jasto gufadi hunu pardo raix,,,,,
,"kohi garnu parna ho
8 oota ordinance ma tyo rakhda k janthyaou ra",,,,,
,Mahabir budo kha harka ko ludo,,,,,
,Ekdam Sahi kura ho.....first ma new invention harulai priority diera economically deshlai uthau Ani aru kaam garam na......,,,,,
,Hajurko kura sunosh,,,,,
,Mahabir Pun lai bigyan tatha nabaparbanthan mantri xito niyukti gariyos,,,,,
,"Mahabir Pun sir, tapai ko kura ni suncha yo sarkar le kehi samaya parkhanu kehi na kehi hola ni..?? suru ma yo desh ko sabai fohor safa garnu parne cha.",,,,,
,"Anpadh tw anpadh padhe lekheka pani yui dyang ka mula hun ki k ho, herdai jum ",,,,,
,"Sidai vetera kura rakhnus  sir..
Budget vanaune bela xa.. Garihalnu parxa",,,,,
,Hamro pun budale j boleni tali bajxa garva lagxa mug vaneni veda haru khusi real baulata atapo dekhxu,,,,,
,Suva-kamana xa naya sarkhar lai   ,,,,,
,"Paila jhotre jhamre adi sabai lai falnu parx 
Bivinna badha aunu ko karan eniharu hun
Ani matra hunxa kie garna sakinxa",,,,,
,Hunxa ni sir yaspali xut xaina yo Sarkar lai,,,,,
,Sai ho,,,,,
,Budget ma aaula ni,,,,,
,Hajur le sallaha dinus naya lai bato dekjhaunus ,,,,,
,Sahi ho,,,,,
,Yo sarkar pani tei parako ho Ahile vatkaunu vandapni banaunu tarfa lagnu ramro hunethiyo tapaile vane jasto kurama ajhaipani jod diyana vane 500 barsa paxadi janexa nepal  china ko 70/80 million people lai k ghar bhatkayra garibi bata nikaleko ho ani Veda haru wa wa gardai basxan k vannu jantanai yestai vaya paxi .,,,,,
,I am from Balenside: herirahanus support garnus maile galat kam ke gardina yadakadi garihalexu vane tyo mero mistake ho sujhab ra sudharne mauka dinuhola hasta Dhanyabad  Tara ma agi badnai parxa kinaki ma janta ko biswas hu ,,,,,
,Ma ni herdai xu dr. sir tr yo sarkar  lw nagare vane ab satabdisamm ni aaune sarkarle garna sakne wala xain.,,,,,
,buda manenan vane 1 round kick handeu eklai sakdainau vane malai ni bolau ma ni aauxu,,,,,
,Tyape muji ley k garxa aru ko ghar vatkai dinxa,,,,,
,Balen Sang baser vannu paro hajur le,,,,,
,Innovation nae development ko bato ho vanni bujhna jaruri xa bato dekhauni hajur hunuhunxa dhukka xau tyo vayara nae chodxa,,,,,
,Waha ho real pratipaxi uff nispaxa,,,,,
,Tapai ta jane bujeko bekti hunuhuncha aso vetbarta huni bela guff garnu na yo besayama,,,,,
,Hiju matra pm le 52 million dollars  rin linu vayaxa abo desh rin bokayara saline vaya.,,,,,
,Khoi yo sarkar suteko jasto lagyo purano jastai,,,,,
,"Sida kura garnu vayo 
 sabaile bujnu parne chei yo kura ho arukei bujna jaruri xaina...",,,,,
,"Research nagari desh ta Nabanne nai ho, but paile safa garnu parne hola. Ministry of education antargat euta research wing banauda sajilo hola.",,,,,
,Ani thik vairaa xaina ta baa,,,,,
,Vakhar ta 1 mahina hudai xa timi buda pani kati pressure deko. Kitab bechna ma dhyan deuu,,,,,
,"Balen is gentle
Harke is Joker",,,,,
,Ajhoii 1 hat le chalau na ,,,,,
,"Ho bhanya deu hai car Hamro Mananiya lai pani, chahiyo chahiyo.hoina bhane khisiteuri garna paaidaina.",,,,,
,Bike chalauda koley ek haatt maa mobile samatera vlog gara bhanyo ta?,,,,,
,Harka sir lai private jet.??????,,,,,
,Auto riksa milx toh goru khali birod garya xa goru ,,,,,
,Ayo ayo harke haldar ??,,,,,
,Stunt le garda ho,,,,,
,"Helicopter  Magnus na sir ,,
Rato rang KO ",,,,,
,Ghanti dhani ko party ani tyahi vaera ta Goldstar ko owner tyaha xa n she is like a puppet n statue...hami le aba goldstar bahiskar garnu parxa...matra ghanti le lagauda hunxa...Nepal ko brand vanaera k garne Nepal  ko birodh ma bolda pani sahamati janaunxan..jai mato jai desh   Harka Sampang A Revolution @followers @highlight,,,,,
,Yo Randi ko xoro Lai follow garne KO Hola yasto desh drohi kp ko xoro Muji Randi ko xoro talai dekher yati ris uthx ni,,,,,
,Qr bata nikalum na mananiya jui,,,,,
,Comment box here ko comment garna maan lage na ,,,,,
,Samsadha ma bolda tali padkau padkau  lagdo bolene. Fb ma bolda gala padkau padkau bolne tapae……,,,,,
,Natikne stunt j pani temporary timro,,,,,
,"Ta muji ko aaukat ni hunu paryo ni security sahitko gaadi chadhne.
Muji gwade sungur",,,,,
,Lauda jsto Kura Nagar hark,,,,,
,“Tesai Guff Nahanw khilli Uday Vaner ??Rule lai Follow garw vaneko ho khali”!!,,,,,
,Hunxa milaudai xu security tension la liu,,,,,
,Hamro hake lai hainata padheko neta bhanne janta haru aaphaile aaphailai k lekheko hora samrthok re ,,,,,
,Murkha ko ni maha murkha.ko....upaj ho yao harke.,,,,,
,Hudaina garib desma netako chai hundaina.des banauneho bhane des lutuwaharusang dajine haina,,,,,
,Paila traffic rules  palana gar na jatha  kukur,,,,,
,Randikoban rules follow gar vanya ho tali bike Nachala vanako hoina ??,,,,,
,"Sachai Harka sampang vanne manche mananiya ya vanam kunai party ko president ho vanera vanna suhaucha hola, asto immature activities or Facebook posts haru dekhda?",,,,,
,Gigi hune thau ma geda vaexi yestai soch auxa hola k.,,,,,
,Aba talai security jail ma hunxas bistarai umlidai gar,,,,,
,Rsp party yedi Balenle sath suport nagaridiyera pahilekai jasto vaueko vaye...yo chetri Bahunle tei Kp lai nai vagwan manera ghu chatdai hintyo holla..ramro lai ramro vanunasknunai chetri bahunko mul biami ho.,,,,,
,"Neta vayera bike chalauda phone ni chalaune ani 
Thoit neta g",,,,,
,Gadi matra aeroplane nai dinu paryo Hamro PM lai. Testa nathe bike ko chadne.hamro sarwo hara neta(god)lai Kahi hunu bhayena no pheri. Na bhaye ta Nepal nai rahadaina,,,,,
,Sala kun din janma vaya xa hark ko badho soch ma xu yrr ma tw ,,,,,
,Tmlai udako haina tmle bike xai udako hola guithe buda… dhanna bachexa..,,,,,
,Chakchak garney bani xa hajur ko,,,,,
,Tempo thyo ta paila ko tei chalaune ni mantri huna parxa gadi paunalai ta,,,,,
,Tin pangre team lai euta auto vaye pugyo ni,,,,,
,Launa Yarr Bishal Bhandari Sanga Kasai Ko Chinjan Cha Vani Euta Roll Dinu Paryo Vandeu N Yarr Comedy Show Ko Birw Basyera Sara Manxeyy Ko Gidi Khayo Yarr ,,,,,
,Pagal vois tw taile jitera terajantalai ke garxas yslai jitaune janta ni pagal hun,,,,,
,Sahi ho,,,,,
,kati post garna sakya hola xyaaa ,,,,,
,Yo pani ta vrastachar nai ho,,,,,
,Balen chadeko gadi full security sahit dekhda vitra vitrai aaris le Kati jali raheko raixa hait ??,,,,,
,Timi bike ma chada ya cycle ma chada ya 11 no. Gadima chadera hina matlab vayena Tara traffic niyam ko palana gara,,,,,
,Guithe lai gu de sarkar,,,,,
,Security sahitko gadi chadne timro aukat pani ta hunu paroni harke kaka ,,,,,
,tyo thik xa sbaie hola dimag ko k garni tw ani,,,,,
,Yesto vatuwa ni maanxe hudo raix ho muji pagal haami niyam kaanun banaune manxelai niyam palana garnu pardaina rey thukka guithe ??????,,,,,
,Yesto gu mute Lai kina. QR dalal,,,,,
,Harka Sampang A Revolution fb ma hawa post garera sakine vais guithe pagal,,,,,
,????yo pali Helmets ko lock lagnu na birsinu bhoo aba chie ..Aaba chie RSP la Ev car dayals mtlb aja ev m voli tv ma gathaa natrra,,,,,
,"sahi ho...tra, sanka chai utha xa biswas kunai sarkhar lai garna hundaina yaha j pani hunxa...mero bichar ma gadi matrai lida thik hunxa...driver aafnai ra ex. uk ex.ind ex.np ex.sgn junai ko vaye pani ek ek jana gari 4 ya 8 jana security ra bodyguard ani commando talim prapta byakti lai....hatiyar sahit rakhda ati ramro surakcha hune xa... yedhi, sarkhar le gadi pani didaina bhane...ssp batai daro bharpardo gadi ra surakhxa guard haru ko awasek xa.. jaha tyaha j paye tyai na khanu ,ra na janu ...hos bichar garerai...matra garnu awasek xa.......kina ki.....!! ",,,,,
,Tei bhayera bike bata ladeko muji samshdh ma bhannu praxa ni pm barabar ko suvhidha chaiyo bhaner kati magna janeko ho qr pugen,,,,,
,"Tero aukat chaina harka bro car chalauna 
Qr bata kinda huncha",,,,,
,Chanda uthai aba QR,,,,,
,Tyo chai abasyak cha tapailai.,,,,,
,Tme bike chada car chada dai tara nasunau na ho ,,,,,
,Feri hood ma basera chalauna mildaina ni sampang kaka ,,,,,
,Bewora ta gadha  chadne xa,,,,,
,Gadi haina gadha chai dina parxa suhauxa,,,,,
,Yo daju kherai gako raixa,,,,,
,Mananiya jeou le kaha aaru sanga maghe ho aafai gadi banai deoum na lu Ta gardium ta ??,,,,,
,Harke lai security nepali bro diye hunxa nepal sarkar le????,,,,,
,Um hai tyo ni ho,,,,,
,3 seat le kei hudoina hajur  bike  i dheroi ho ??,,,,,
,J kura ma pani ulto artha laune ,,,,,
,Gadi ni afai shramdan garera banauna mildeina mananiya jieu?,,,,,
,Facebook bata magne ho ta guithe?,,,,,
,Dhunga bokna lai hola ????gadi ma,,,,,
,Ko ho ra yo?,,,,,
,Jun pad mile Pani bike Mai hidxu vanne ta mug hoina sala aahile Jo gadi chahiyo talai boli fheruwa xakka mug,,,,,
,Gali khanai janmeko rahecha yo sungur ta,,,,,
,Timro mental  health  herda ta cycle  thik hola ali domsg asucha ki,,,,,
,aukat ni huna paryo ni gadi pauna tw,,,,,
,PM gadi ta chayo vnya hola ni indirectly ??,,,,,
,Hasauxa mugi serele vneko ahi ho ??,,,,,
,"Yesta lai jitayeka dharane harulai Kati paxuto vako hola bchara 
Sadhai birodh birodh birodh 
Dharane KO barema kei agenda xaina",,,,,
,"Kaam tira dhiyan xaina social media ma aayo jpt bolo jj aauxa mukh ma tei tei tapai ta manxey khatrai ho
Aauta formula xa tyo prayog garnus tapai saab khusi hunxan
Formula: Speak less work more",,,,,
,Nathee duniya le bike chadekai xa san dekhauna khoje paxi chot matrai ho ra morxa ni bachaako jati dimag xaina ajhai maile ho kanun banaune ho vanxa nathee,,,,,
,Kunai bela ta malai  kei chaidaina vanthyo aile sabai thok chaiyo qr lai,,,,,
,kasto soch hau ajae ni afno k mistake ho vanera thaha xaena!,,,,,
,Tmlai ta Tuktukey suhauxa .. sararaaaa…,,,,,
,Over yakting garda testai hunxa bzz,,,,,
,Baail gaadi dida huncha Harka lai ????,,,,,
,Neta vayera bike chalauna paiyo but auta hat lay mbl arko hat lay bike chaluni kun sambidhan ma niyem xa ra ,,,,,
,Bike matra chalaya rah hunxa tah Vanya rule vanni ni hunxa tyo maanu pardainah nah ....samsad vayo vandai mAh j ni garna paixaa,,,,,
,Tya ta vip le mtr paux hola ai,,,,,
,Kasto dinma janeko ho yo,,,,,
,Mananiya vayara mananiya jasto bebahr pani ta hunu paryo ni bike chalauda traffic niyam ulangan garera 16 barse thita jasto vlog banaudai hinnu hunxa  mananiya jasto manxele traffic niyam todera hinesi baki le kasto upadesh pane  sarai khuskekai hota,,,,,
,QR chha ni,,,,,
,Ma dinxu ni    lau,,,,,
,khate lai thikai bhayo,,,,,
,Talai tiger dinxa balen sarkar le tei mathi chadera aaijo,,,,,
,Aba khutta la chalaunu pagal mula balen la garda sotantra bata getyo mula hali,,,,,
,Why gadi bike nai dine ho buda timilai honda shine sarkari ,,,,,
,Tractor  kinideu Sarkar Harke Lai yeuta yesko Dimag ko GIDI Xareko xa Ali jamma hunxa ki,,,,,
,Bike stunt gardai kudaune hainaa niitaa guithey dimakh nabhakooo!!,,,,,
,Bike nachalau baneko xi a....kanun Bhanda Mathi bayerw dada Giri Nagar....sakxau bane ramro Sandesh dyo baneko hu guithe kina nabujeko ??,,,,,
,teu ta dinunai parxni dhoti sarakarle,,,,,
,Pradhan mantri Huda ni bike chadhne vanne ko ho guithe,,,,,
,Sabai ma barabari hunu parx niyam kaanun subida sarkhar,,,,,
,Nepal Police ahile samma eslai karbahi kina nagarnu bhako. Yeslai 2 hat le bike chalauna k samasya cha.,,,,,
,Gadhako kaamta dhunga bokne ho lanthu ! gadhalai gadi tyahi pani security sahitko? Anuhar her ainama bankate mula saga! Bhaisiko gobarle mukhama lapya hannu jasto!,,,,,
,Harke kaka li  tw  gadi  hoino  cycle dida  uchit  hola,,,,,
,Hajur ko lagi bhaiya cycle matra dina milx ray,,,,,
,"La hai sarkar yeti chaii Garda hamro maninya Lai
Jhay mato",,,,,
,Yo manxey kasari neta vayo yll achamma lagxa ,,,,,
,Shai ho ,,,,,
,"Tai gadi magna lai po ladeko raixa ta yo kaka Pani xya
Auta Naya Qr banam na poisa aauna suru hunxa testa gadi mula ta k ??",,,,,
,Ta Samaj-bhaduwa lai gaadi hoina laat hanera bahira nikal diye hunthiyo lanthai saaf hunxa ,,,,,
,"Security pani timi jasta ko lagi basnu bhanda tah , tetro padera, tetro loksewa bhidera pass garera , thukka jindagi…jagir nai xodera Dubai tira janu thik cha",,,,,
,Raswapa Sarkar haina harku Nepal Sarkar ho. ,,,,,
,Mero LADO khali xa basne ho guhe mg,,,,,
